Category,Forum Name,Title,Tags,Ravelry Link/Message,Catbox Link,Date Created
Designer L–P,lily-kate-france,abydos top,,https://www.ravelry.com/patterns/library/abydos-top,[<Message id=1384089562799935570 channel=<Thread id=1384089562799935570 name='abydos top' parent=lily-kate-france owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:37:46
Designer L–P,lily-kate-france,Feels Right Tee,,https://www.ravelry.com/patterns/library/feels-right-tee,[<Message id=1384089582999437375 channel=<Thread id=1384089582999437375 name='Feels Right Tee' parent=lily-kate-france owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:37:51
Designer L–P,lindsay-degen,LOOP BADU-P HAT,Hat,https://www.ravelry.com/patterns/library/loop-badu-p-hat,[<Message id=1384090720641613956 channel=<Thread id=1384090720641613956 name='LOOP BADU-P HAT' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:22
Designer L–P,lindsay-degen,FLOWER POWER PULLOVER,,https://www.ravelry.com/patterns/library/flower-power-pullover-2,[<Message id=1384090716300378113 channel=<Thread id=1384090716300378113 name='FLOWER POWER PULLOVER' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:21
Designer L–P,lindsay-degen,Tulip Pullover,,https://www.ravelry.com/patterns/library/tulip-pullover-4,[<Message id=1384090724001120427 channel=<Thread id=1384090724001120427 name='Tulip Pullover' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:23
Designer L–P,lindsay-degen,HOLE SWEATER,,https://www.ravelry.com/patterns/library/hole-sweater,[<Message id=1384090718452191283 channel=<Thread id=1384090718452191283 name='HOLE SWEATER' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:22
Designer L–P,lindsay-degen,Six Of Daisies Cardigan,,https://www.ravelry.com/patterns/library/six-of-daisies-cardigan,[<Message id=1384090722604417105 channel=<Thread id=1384090722604417105 name='Six Of Daisies Cardigan' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:23
Designer L–P,lindsay-degen,ADULT EYES SWEATER,,https://www.ravelry.com/patterns/library/adult-eyes-sweater,[<Message id=1384090710566764584 channel=<Thread id=1384090710566764584 name='ADULT EYES SWEATER' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:20
Designer L–P,lindsay-degen,carDEGEN,,https://www.ravelry.com/patterns/library/cardegen,[<Message id=1384090714576519188 channel=<Thread id=1384090714576519188 name='carDEGEN' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:21
Designer L–P,lindsay-degen,Brioche Bubble Cardigan,,https://www.ravelry.com/patterns/library/brioche-bubble-cardigan,[<Message id=1384090712525635634 channel=<Thread id=1384090712525635634 name='Brioche Bubble Cardigan' parent=lindsay-degen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:21
Designer L–P,lone-kjeldsen,Outside,,https://www.ravelry.com/patterns/library/outside,[<Message id=1384090761196470436 channel=<Thread id=1384090761196470436 name='Outside' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:32
Designer L–P,lone-kjeldsen,Hør no 2,,https://www.ravelry.com/patterns/library/hr-no-2,[<Message id=1384090753789071394 channel=<Thread id=1384090753789071394 name='Hør no 2' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:30
Designer L–P,lone-kjeldsen,Hør no 9,,https://www.ravelry.com/patterns/library/hr-no-9,[<Message id=1384090756599255130 channel=<Thread id=1384090756599255130 name='Hør no 9' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:31
Designer L–P,lone-kjeldsen,Moose Sweater,,https://www.ravelry.com/patterns/library/moose-sweater,[<Message id=1384090759279546411 channel=<Thread id=1384090759279546411 name='Moose Sweater' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:32
Designer L–P,lone-kjeldsen,Hør no 16,,https://www.ravelry.com/patterns/library/hr-no-16,[<Message id=1384090734159859723 channel=<Thread id=1384090734159859723 name='Hør no 16' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:26
Designer L–P,lone-kjeldsen,Big Birdy,,https://www.ravelry.com/patterns/library/big-birdy,[<Message id=1384090732477812797 channel=<Thread id=1384090732477812797 name='Big Birdy' parent=lone-kjeldsen owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:25
Designer L–P,lydia-morrow,Bygone Blouse,,https://www.ravelry.com/patterns/library/bygone-blouse,[<Message id=1384090772030099477 channel=<Thread id=1384090772030099477 name='Bygone Blouse' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:35
Designer L–P,lydia-morrow,Bub Bonnet,,https://www.ravelry.com/patterns/library/bub-bonnet,[<Message id=1384090770096652288 channel=<Thread id=1384090770096652288 name='Bub Bonnet' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:34
Designer L–P,lydia-morrow,Rumble Raglan,,https://www.ravelry.com/patterns/library/rumble-raglan,[<Message id=1384090778686717972 channel=<Thread id=1384090778686717972 name='Rumble Raglan' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:36
Designer L–P,lydia-morrow,Very Varied Vest,Vest/Slipover,https://www.ravelry.com/patterns/library/very-varied-vest,[<Message id=1384090798185906297 channel=<Thread id=1384090798185906297 name='Very Varied Vest' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:41
Designer L–P,lydia-morrow,Hardly Harness,,https://www.ravelry.com/patterns/library/hardly-harness,[<Message id=1384090776325197865 channel=<Thread id=1384090776325197865 name='Hardly Harness' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:36
Designer L–P,lydia-morrow,Tumble Tee,,https://www.ravelry.com/patterns/library/tumble-tee,[<Message id=1384090780355792917 channel=<Thread id=1384090780355792917 name='Tumble Tee' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:37
Designer L–P,lydia-morrow,Curio Collar,Neckwear,https://www.ravelry.com/patterns/library/curio-collar,[<Message id=1384090774441820261 channel=<Thread id=1384090774441820261 name='Curio Collar' parent=lydia-morrow owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:35
Designer L–P,manmi-choi-soop-knits,Himmel Cardigan,,https://www.ravelry.com/patterns/library/himmel-cardigan,[<Message id=1384090810689126513 channel=<Thread id=1384090810689126513 name='Himmel Cardigan' parent=manmi-choi-soop-knits owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:44
Designer L–P,manmi-choi-soop-knits,O Brioche Cardigan,,https://www.ravelry.com/patterns/library/o-brioche-cardigan,[<Message id=1384090812861780081 channel=<Thread id=1384090812861780081 name='O Brioche Cardigan' parent=manmi-choi-soop-knits owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:44
Designer L–P,manmi-choi-soop-knits,Sera Cardigan,,https://www.ravelry.com/patterns/library/sera-cardigan-2,[<Message id=1384090814740959243 channel=<Thread id=1384090814740959243 name='Sera Cardigan' parent=manmi-choi-soop-knits owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:45
Designer L–P,manmi-choi-soop-knits,Haru V Neck Sweater,,https://www.ravelry.com/patterns/library/haru-v-neck-sweater,[<Message id=1384090808826990672 channel=<Thread id=1384090808826990672 name='Haru V Neck Sweater' parent=manmi-choi-soop-knits owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:43
Designer L–P,manmi-choi-soop-knits,Athens Cardigan,,https://www.ravelry.com/patterns/library/athens-cardigan,[<Message id=1384090806712930316 channel=<Thread id=1384090806712930316 name='Athens Cardigan' parent=manmi-choi-soop-knits owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:43
Designer L–P,marzena-kolaczek,Zoria,,https://www.ravelry.com/patterns/library/zoria,[<Message id=1384090848358043648 channel=<Thread id=1384090848358043648 name='Zoria' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:53
Designer L–P,marzena-kolaczek,Priscilla,,https://www.ravelry.com/patterns/library/priscilla-9,[<Message id=1384090842213650465 channel=<Thread id=1384090842213650465 name='Priscilla' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:51
Designer L–P,marzena-kolaczek,Felicia,,https://www.ravelry.com/patterns/library/felicia-11,[<Message id=1384090823062323280 channel=<Thread id=1384090823062323280 name='Felicia' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:47
Designer L–P,marzena-kolaczek,Posy,,https://www.ravelry.com/patterns/library/posy-15,[<Message id=1384090828015800415 channel=<Thread id=1384090828015800415 name='Posy' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:48
Designer L–P,marzena-kolaczek,Flora,,https://www.ravelry.com/patterns/library/flora-75,[<Message id=1384090824765210704 channel=<Thread id=1384090824765210704 name='Flora' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:47
Designer L–P,marzena-kolaczek,Wigglytuff,,https://www.ravelry.com/patterns/library/wigglytuff-2,[<Message id=1384090846529327124 channel=<Thread id=1384090846529327124 name='Wigglytuff' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:52
Designer L–P,marzena-kolaczek,Lea,,https://www.ravelry.com/patterns/library/lea-10,[<Message id=1384090826581479424 channel=<Thread id=1384090826581479424 name='Lea' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:48
Designer L–P,marzena-kolaczek,Rosemary,,https://www.ravelry.com/patterns/library/rosemary-26,[<Message id=1384090844432302161 channel=<Thread id=1384090844432302161 name='Rosemary' parent=marzena-kolaczek owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:52
Designer L–P,maxim-cyr,Unbearable Hoodie,,https://www.ravelry.com/patterns/library/unbearable-hoodie,[<Message id=1384091979197186068 channel=<Thread id=1384091979197186068 name='Unbearable Hoodie' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:23
Designer L–P,maxim-cyr,You Better Work Socks,Socks,https://www.ravelry.com/patterns/library/you-better-work-socks-2,[<Message id=1384091982703366346 channel=<Thread id=1384091982703366346 name='You Better Work Socks' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:23
Designer L–P,maxim-cyr,The Snuggle is Real,Neckwear,https://www.ravelry.com/patterns/library/the-snuggle-is-real-2,[<Message id=1384091977175400449 channel=<Thread id=1384091977175400449 name='The Snuggle is Real' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:22
Designer L–P,maxim-cyr,The Atlantis Twins,Socks,https://www.ravelry.com/patterns/library/the-atlantis-twins,[<Message id=1384091975871107112 channel=<Thread id=1384091975871107112 name='The Atlantis Twins' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:22
Designer L–P,maxim-cyr,Single Malt,,https://www.ravelry.com/patterns/library/single-malt,[<Message id=1384091972817653861 channel=<Thread id=1384091972817653861 name='Single Malt' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:21
Designer L–P,maxim-cyr,Whisky Neat,Socks,https://www.ravelry.com/patterns/library/whisky-neat-2,[<Message id=1384091980950278265 channel=<Thread id=1384091980950278265 name='Whisky Neat' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:23
Designer L–P,maxim-cyr,Nevermore,,https://www.ravelry.com/patterns/library/nevermore-7,[<Message id=1384090894688452649 channel=<Thread id=1384090894688452649 name='Nevermore' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:04
Designer L–P,maxim-cyr,Once and Floral,,https://www.ravelry.com/patterns/library/once-and-floral,[<Message id=1384090896995188796 channel=<Thread id=1384090896995188796 name='Once and Floral' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:05
Designer L–P,maxim-cyr,Field,Neckwear,https://www.ravelry.com/patterns/library/field-4,[<Message id=1384090865173266554 channel=<Thread id=1384090865173266554 name='Field' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:57
Designer L–P,maxim-cyr,Alpacacino,,https://www.ravelry.com/patterns/library/alpacacino,[<Message id=1384090858118316094 channel=<Thread id=1384090858118316094 name='Alpacacino' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:55
Designer L–P,maxim-cyr,Funfetti,Neckwear,https://www.ravelry.com/patterns/library/funfetti-5,[<Message id=1384090887805730826 channel=<Thread id=1384090887805730826 name='Funfetti' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:02
Designer L–P,maxim-cyr,For Fox Sake,,https://www.ravelry.com/patterns/library/for-fox-sake-2,[<Message id=1384090885817368616 channel=<Thread id=1384090885817368616 name='For Fox Sake' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:02
Designer L–P,maxim-cyr,Chevronopolis,Neckwear,https://www.ravelry.com/patterns/library/chevronopolis,[<Message id=1384090860265668690 channel=<Thread id=1384090860265668690 name='Chevronopolis' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:56
Designer L–P,maxim-cyr,Dual Cowl,Neckwear,https://www.ravelry.com/patterns/library/dual-cowl-2,[<Message id=1384090861977206867 channel=<Thread id=1384090861977206867 name='Dual Cowl' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:56
Designer L–P,maxim-cyr,Fisherman's Shawl,,https://www.ravelry.com/patterns/library/fishermans-shawl-2,"[<Message id=1384090867035537448 channel=<Thread id=1384090867035537448 name=""Fisherman's Shawl"" parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>]",2025-06-16 08:42:57
Designer L–P,maxim-cyr,Moonbumps,,https://www.ravelry.com/patterns/library/moonbumps,[<Message id=1384090892943757432 channel=<Thread id=1384090892943757432 name='Moonbumps' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:04
Designer L–P,maxim-cyr,Hide and Peak,,https://www.ravelry.com/patterns/library/hide-and-peak,[<Message id=1384090889885974611 channel=<Thread id=1384090889885974611 name='Hide and Peak' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:43:03
Designer L–P,maxim-cyr,Active Duty,,https://www.ravelry.com/patterns/library/active-duty,[<Message id=1384090856210042882 channel=<Thread id=1384090856210042882 name='Active Duty' parent=maxim-cyr owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:42:55
Designer L–P,melissa-clulow-espace-tricot,Turtle Dove V-neck,,https://www.ravelry.com/patterns/library/turtle-dove-v-neck,[<Message id=1384092079835185192 channel=<Thread id=1384092079835185192 name='Turtle Dove V-neck' parent=melissa-clulow-espace-tricot owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 08:47:47
